label,message
ham,"Hey, are we still meeting at noon today?"
ham,Reminder: Team meeting scheduled for tomorrow at 10 AM.
spam,You’re approved for a loan up to 500 USD. Apply at bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
spam,"Limited time offer! Buy one gift box, get one free. Visit: bit.ly/free-win"
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Win a 500 USD cash prize. Act fast! tinyurl.com/claimnow
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
ham,What time are we leaving for the airport?
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Dinner plans confirmed at Paris for tonight!
spam,Congratulations! You've won a 5000 INR gift card. Click here: bit.ly/free-win
spam,You’re approved for a loan up to 1000 INR. Apply at tinyurl.com/claimnow
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
ham,Please find the attached invoice for this month's services.
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Claim your free laptop now. Limited time offer: tinyurl.com/claimnow
spam,Your mobile number has won 500 GBP. Contact us at bit.ly/free-win
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Win a 500 USD cash prize. Act fast! tinyurl.com/claimnow
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Can you send me the notes from yesterday's class?
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,"Hey, what's your plan for this weekend?"
spam,Act now to secure your free trial of gift box. Offer expires today!
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Congratulations! You've won a 5000 USD gift card. Click here: bit.ly/free-win
spam,Lucky winner! Free gift box just for you. Click clicknow.com/deal
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
spam,Congratulations! You've won a 1000 EUR gift card. Click here: clicknow.com/deal
spam,You’re approved for a loan up to 1000 EUR. Apply at offer.link/win
spam,You’re approved for a loan up to 500 EUR. Apply at tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
ham,Your package has been delivered. Check your doorstep.
ham,Dinner plans confirmed at Paris for tonight!
ham,"Hey, are we still meeting at 3 PM today?"
spam,Claim your free iPhone now. Limited time offer: tinyurl.com/claimnow
spam,You have been selected for a free vacation to Paris. Confirm now at tinyurl.com/claimnow
spam,You've been selected! Redeem your prize now at bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Congratulations! You've won a 1000 EUR gift card. Click here: offer.link/win
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
spam,"Limited time offer! Buy one iPhone, get one free. Visit: offer.link/win"
spam,Win a 500 GBP cash prize. Act fast! offer.link/win
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,Don't forget to pick up groceries on your way home.
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
spam,Free Netflix account for 1 year. Join here: tinyurl.com/claimnow
ham,What time are we leaving for the airport?
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,Newsletter: Top productivity tips for remote workers inside!
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Final notice: You're eligible for a tax refund. Submit details at bit.ly/free-win
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
spam,You’re approved for a loan up to 100 GBP. Apply at offer.link/win
spam,Get your bonus gift today: headphones for free at tinyurl.com/claimnow
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Reminder: Team meeting scheduled for tomorrow at 10 AM.
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Congratulations! You've won a 5000 USD gift card. Click here: offer.link/win
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,Your mobile number has won 500 GBP. Contact us at tinyurl.com/claimnow
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
ham,"Hey, are we still meeting at 3 PM today?"
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,What time are we leaving for the airport?
spam,Congratulations! You've won a 1000 USD gift card. Click here: offer.link/win
spam,Congratulations! You've won a 1000 USD gift card. Click here: tinyurl.com/claimnow
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Can you send me the notes from yesterday's class?
spam,Free trial of our antivirus software ends soon. Renew now at clicknow.com/deal
spam,Your mobile number has won 100 INR. Contact us at bit.ly/free-win
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,Your mobile number has won 5000 GBP. Contact us at tinyurl.com/claimnow
spam,Free Netflix account for 1 year. Join here: clicknow.com/deal
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
spam,Claim your free iPhone now. Limited time offer: offer.link/win
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Congratulations! You've won a 500 GBP gift card. Click here: bit.ly/free-win
ham,Let’s book tickets for the movie tonight.
ham,Dinner plans confirmed at Goa for tonight!
ham,Call me when you're free. Need to discuss something important.
ham,Meeting rescheduled to noon. Please confirm availability.
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
spam,"Limited time offer! Buy one gift box, get one free. Visit: offer.link/win"
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,Claim your free iPhone now. Limited time offer: offer.link/win
ham,What time are we leaving for the airport?
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,You have been selected for a free vacation to Paris. Confirm now at offer.link/win
spam,Win a 500 INR cash prize. Act fast! clicknow.com/deal
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You have been selected for a free vacation to Goa. Confirm now at tinyurl.com/claimnow
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Let's catch up over lunch tomorrow!
spam,Congratulations! You've won a 5000 USD gift card. Click here: offer.link/win
spam,Your mobile number has won 500 USD. Contact us at bit.ly/free-win
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
spam,Free Netflix account for 1 year. Join here: clicknow.com/deal
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Win a 500 INR cash prize. Act fast! clicknow.com/deal
ham,What time are we leaving for the airport?
ham,Can you send me the notes from yesterday's class?
spam,Congratulations! You've won a 500 EUR gift card. Click here: tinyurl.com/claimnow
ham,"Hey, are we still meeting at 10 AM today?"
spam,Congratulations! You've won a 100 GBP gift card. Click here: offer.link/win
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,Just checking in. How's everything going with you?
spam,You have been selected for a free vacation to Paris. Confirm now at tinyurl.com/claimnow
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
ham,Just checking in. How's everything going with you?
ham,Meeting rescheduled to noon. Please confirm availability.
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
spam,You’ve won a free headphones! Claim it now at tinyurl.com/claimnow
spam,Your mobile number has won 5000 USD. Contact us at tinyurl.com/claimnow
ham,Can you send me the notes from yesterday's class?
ham,Can you send me that PDF when you're done?
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,This is not a scam! Claim your inheritance now: clicknow.com/deal
spam,Your mobile number has won 100 USD. Contact us at clicknow.com/deal
ham,Newsletter: Top productivity tips for remote workers inside!
spam,"Limited time offer! Buy one gift box, get one free. Visit: offer.link/win"
ham,"Hey, are we still meeting at noon today?"
spam,Join our exclusive crypto airdrop today. Limited slots: offer.link/win
ham,"Hey, what's your plan for this weekend?"
ham,Can you send me the notes from yesterday's class?
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
ham,Let’s book tickets for the movie tonight.
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Can you send me that PDF when you're done?
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
spam,This is not a scam! Claim your inheritance now: tinyurl.com/claimnow
spam,You’re approved for a loan up to 1000 GBP. Apply at clicknow.com/deal
spam,Your mobile number has won 1000 INR. Contact us at tinyurl.com/claimnow
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,You've been selected! Redeem your prize now at offer.link/win
ham,"Hey, are we still meeting at 3 PM today?"
ham,Your package has been delivered. Check your doorstep.
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
ham,Your package has been delivered. Check your doorstep.
ham,Can you send me the notes from yesterday's class?
ham,Let's catch up over lunch tomorrow!
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,"Limited time offer! Buy one gift box, get one free. Visit: clicknow.com/deal"
ham,Just checking in. How's everything going with you?
spam,You have been selected for a free vacation to Goa. Confirm now at clicknow.com/deal
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
spam,Congratulations! You have been selected for a VIP membership. Click: clicknow.com/deal
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,You’re approved for a loan up to 500 INR. Apply at tinyurl.com/claimnow
ham,Let's catch up over lunch tomorrow!
ham,Meeting rescheduled to 3 PM. Please confirm availability.
